"","region","year","mpa_status","site_name","ca_mpa_name_short","site_pair","haul_number","month_day_haul_no","species_code","common_name","count","tl_mm","sl_mm","scientificname_accepted","class","order","family","trophicgroup","broadtrophic","targeted","fish_length","fish_weight_individual","fish_weight","month_day","month","day"
"14","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,109,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",91.4147724404812,0.0243091772829011,0.0243091772829011,"7_9","7",9
"15","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,69,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",57.7645663329688,0.0060779684126625,0.0060779684126625,"7_9","7",9
"16","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,54,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",45.1457390426516,0.00288738503752956,0.00288738503752956,"7_9","7",9
"17","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,86,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",72.9431721798134,0.010387449244579,0.010387449244579,"7_9","7",9
"18","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,111,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",93.0972827458568,0.0256855552028156,0.0256855552028156,"7_9","7",9
"19","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,71,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",59.4470766383444,0.00662845452246015,0.00662845452246015,"7_9","7",9
"20","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,62,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",51.8757802641541,0.00439281804672934,0.00439281804672934,"7_9","7",9
"21","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,57,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",48.3460559796438,0.0027519720126263,0.0027519720126263,"7_9","7",9
"22","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,65,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",55.1314673452078,0.00420581196052419,0.00420581196052419,"7_9","7",9
"23","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,61,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",51.0345251114663,0.004181199901203,0.004181199901203,"7_9","7",9
"24","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,73,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",61.12958694372,0.00721132637603394,0.00721132637603394,"7_9","7",9
"25","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,85,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",72.0949957591179,0.0100024084955817,0.0100024084955817,"7_9","7",9
"26","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,39,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",32.5269117523345,0.00107291147775582,0.00107291147775582,"7_9","7",9
"27","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,81,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",67.8596281652225,0.00988537896491864,0.00988537896491864,"7_9","7",9
"28","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,87,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",73.7913486005089,0.0107826024382505,0.0107826024382505,"7_9","7",9
"29","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,76,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",64.4614079728584,0.0069684094769467,0.0069684094769467,"7_9","7",9
"30","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,56,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",46.8282493480273,0.00322472594961366,0.00322472594961366,"7_9","7",9
"31","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,83,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",70.3986429177269,0.00926208720712069,0.00926208720712069,"7_9","7",9
"32","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,86,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",72.9431721798134,0.010387449244579,0.010387449244579,"7_9","7",9
"33","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,76,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",64.4614079728584,0.0069684094769467,0.0069684094769467,"7_9","7",9
"34","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,76,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",63.6533524017835,0.00814840289676274,0.00814840289676274,"7_9","7",9
"35","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,79,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",66.1771178598469,0.00916360901973137,0.00916360901973137,"7_9","7",9
"36","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,112,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",93.9385378985446,0.0263928740458866,0.0263928740458866,"7_9","7",9
"37","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,89,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",75.4877014418999,0.0116038255990846,0.0116038255990846,"7_9","7",9
"38","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","HARG","walleye surfperch",1,85,NA,"Hyperprosopon argenteum","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Targeted",72.0949957591179,0.0100024084955817,0.0100024084955817,"7_9","7",9
"39","Central",2019,"Reference","Stillwater Cove","Carmel Bay SMCA","H",6,"7_9_6","MMIN","dwarf surfperch",1,81,NA,"Micrometrus minimus","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","benthic micro-invertivore","microbenthivore","Nontargeted",67.8596281652225,0.00988537896491864,0.00988537896491864,"7_9","7",9
"40","Central",2019,"Reference","Twin Lakes","","F",6,"10_2_6","PTRI","thornback ray",1,NA,NA,"Platyrhinoidis triseriata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","benthic macro-invertivore","microbenthivore","Nontargeted",NA,NA,NA,"10_2","10",2
"41","Central",2020,"MPA","Four Mile","Natural Bridges SMR","F",5,"9_11_5","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_11","9",11
"42","Central",2020,"MPA","Four Mile","Natural Bridges SMR","F",5,"9_11_5","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_11","9",11
"43","Central",2020,"MPA","Four Mile","Natural Bridges SMR","F",5,"9_11_5","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_11","9",11
"44","Central",2020,"MPA","Four Mile","Natural Bridges SMR","F",5,"9_11_5","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_11","9",11
"45","Central",2020,"MPA","Four Mile","Natural Bridges SMR","F",5,"9_11_5","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_11","9",11
"46","Central",2020,"MPA","Whalers Cove","Point Lobos SMR","H",3,"9_21_3","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_21","9",21
"47","Central",2020,"MPA","Whalers Cove","Point Lobos SMR","H",3,"9_21_3","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_21","9",21
"48","Central",2020,"MPA","Whalers Cove","Point Lobos SMR","H",3,"9_21_3","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_21","9",21
"49","Central",2020,"MPA","Whalers Cove","Point Lobos SMR","H",3,"9_21_3","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_21","9",21
"50","Central",2020,"MPA","Whalers Cove","Point Lobos SMR","H",3,"9_21_3","AAFF","topsmelt",1,100,NA,"Atherinops affinis","Actinopteri","Atheriniformes","Atherinidae","planktivore","planktivore","Targeted",83.7958102899279,0.00652287478462153,0.00652287478462153,"9_21","9",21
"51","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,48,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",40.9116638078902,0.00154537543524111,0.00154537543524111,"8_28","8",28
"52","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,36,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",30.6200686106347,0.000662465187034507,0.000662465187034507,"8_28","8",28
"53","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,38,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",32.3353344768439,0.000776892760248079,0.000776892760248079,"8_28","8",28
"54","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,43,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",36.6234991423671,0.00111804783085898,0.00111804783085898,"8_28","8",28
"55","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,39,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",33.1929674099485,0.00083867801574147,0.00083867801574147,"8_28","8",28
"56","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,27,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",22.901372212693,0.00028340296739981,0.00028340296739981,"8_28","8",28
"57","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,24,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",20.3284734133791,0.000200034045133059,0.000200034045133059,"8_28","8",28
"58","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,28,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",23.7590051457976,0.000315558572392447,0.000315558572392447,"8_28","8",28
"59","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,41,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",34.9082332761578,0.000971767332850412,0.000971767332850412,"8_28","8",28
"60","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,37,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",31.4777015437393,0.000718180259324963,0.000718180259324963,"8_28","8",28
"61","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,22,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",18.6132075471698,0.000154592929525244,0.000154592929525244,"8_28","8",28
"62","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,23,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",19.4708404802744,0.000176351656937949,0.000176351656937949,"8_28","8",28
"63","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,20,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",16.8979416809605,0.000116532703634594,0.000116532703634594,"8_28","8",28
"64","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,35,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",29.76243567753,0.000609672059821015,0.000609672059821015,"8_28","8",28
"65","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,43,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",36.6234991423671,0.00111804783085898,0.00111804783085898,"8_28","8",28
"66","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,42,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",35.7658662092624,0.00104322129755179,0.00104322129755179,"8_28","8",28
"67","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,38,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",32.3353344768439,0.000776892760248079,0.000776892760248079,"8_28","8",28
"68","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,29,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",24.6166380789022,0.000350025941174697,0.000350025941174697,"8_28","8",28
"69","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,26,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",22.0437392795883,0.000253481969151436,0.000253481969151436,"8_28","8",28
"70","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,29,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",24.6166380789022,0.000350025941174697,0.000350025941174697,"8_28","8",28
"71","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,37,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",31.4777015437393,0.000718180259324963,0.000718180259324963,"8_28","8",28
"72","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,33,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",28.0471698113208,0.000512548889460728,0.000512548889460728,"8_28","8",28
"73","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,49,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",41.7692967409949,0.00164199942221385,0.00164199942221385,"8_28","8",28
"74","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,41,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",34.9082332761578,0.000971767332850412,0.000971767332850412,"8_28","8",28
"75","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,29,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",24.6166380789022,0.000350025941174697,0.000350025941174697,"8_28","8",28
"76","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,38,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",32.3353344768439,0.000776892760248079,0.000776892760248079,"8_28","8",28
"77","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,31,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",26.3319039451115,0.000426203539173244,0.000426203539173244,"8_28","8",28
"78","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,35,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",29.76243567753,0.000609672059821015,0.000609672059821015,"8_28","8",28
"79","South",2019,"Reference","San Elijo","Swami's SMCA","M",1,"August_28_1","URON","yellowfin croaker",1,29,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",24.6166380789022,0.000350025941174697,0.000350025941174697,"8_28","8",28
"80","South",2019,"Reference","San Elijo","Swami's SMCA","M",2,"August_28_2","URON","yellowfin croaker",1,28,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",23.7590051457976,0.000315558572392447,0.000315558572392447,"8_28","8",28
"81","South",2019,"Reference","San Elijo","Swami's SMCA","M",6,"August_28_6","URON","yellowfin croaker",1,32,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",27.1895368782161,0.000468067046810429,0.000468067046810429,"8_28","8",28
"82","South",2019,"Reference","San Elijo","Swami's SMCA","M",4,"August_28_4","URON","yellowfin croaker",1,18,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",15.1826758147513,8.52229955648501e-05,8.52229955648501e-05,"8_28","8",28
"83","South",2019,"Reference","San Elijo","Swami's SMCA","M",4,"August_28_4","URON","yellowfin croaker",1,29,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",24.6166380789022,0.000350025941174697,0.000350025941174697,"8_28","8",28
"84","South",2019,"Reference","San Elijo","Swami's SMCA","M",4,"August_28_4","URON","yellowfin croaker",1,19,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",16.0403087478559,0.000100073619810859,0.000100073619810859,"8_28","8",28
"85","South",2019,"Reference","San Elijo","Swami's SMCA","M",4,"August_28_4","URON","yellowfin croaker",1,25,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",21.1861063464837,0.000225718198552371,0.000225718198552371,"8_28","8",28
"86","South",2019,"Reference","San Elijo","Swami's SMCA","M",4,"August_28_4","URON","yellowfin croaker",1,30,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",25.4742710120069,0.000386882017368287,0.000386882017368287,"8_28","8",28
"87","South",2019,"Reference","San Elijo","Swami's SMCA","M",4,"August_28_4","URON","yellowfin croaker",1,28,NA,"Umbrina roncador","Actinopteri","Eupercaria incertae sedis","Sciaenidae","benthic micro-invertivore","microbenthivore","Targeted",23.7590051457976,0.000315558572392447,0.000315558572392447,"8_28","8",28
